timestamp,strategy_id,side,price,quantity,z,notional,gf_before,gf_after,commission,order_id,limit_price
2025-08-29T19:30:43.694000+00:00,8b1304a4,buy,108675.9,0.001,1,108.6759,112000.0,110000.0,,761712431014,110000.0
2025-08-30T03:15:47.023000+00:00,8b1304a4,buy,107992.4,0.001,1,107.9924,110000.0,108000.0,,761929116131,108000.0
2025-09-03T05:42:23.404000+00:00,8b1304a4,sell,110729.9,0.001,1,110.7299,108000.0,110000.0,,764752813015,110000.0
2025-09-05T09:58:02.970000+00:00,8b1304a4,sell,112255.7,0.001,1,112.2557,110000.0,112000.0,,766301366402,112000.0,
2025-09-11T20:15:37.078000+00:00,8b1304a4,sell,114289.4,0.001,1,114.2894,112000.0,114000.0,,769889303149,114000.0,
